bin/person_detect.py	7084	2026-07-27 15:09:04.8419209700
bin/trigger_person_synthesis.py	4499	2026-07-22 17:08:57.4686245720
bin/prune_similar_snapshots.py	2417	2026-07-22 10:52:49.9579125190
bin/camera_gallery_server.py.bak_20260728_0800	38865	2026-07-28 08:04:14.3386457250
bin/convert_realtime_videos_h264.py	1027	2026-07-28 08:40:40.0514787130
bin/event_synthesis_demo.py	6559	2026-07-28 07:55:08.3550301930
bin/camera_gallery_server.py.bak_20260728_realtime3	58426	2026-07-28 08:42:13.8593378570
bin/person_synthesis_worker.py	1821	2026-07-25 06:36:02.4408441300
bin/camera_gallery_server.py	63293	2026-07-28 09:00:08.2061451440
bin/camera_gallery_server.py.bak_20260728_video_fix	51254	2026-07-28 08:14:02.0141451180
bin/synthetic_grid_server.py	11665	2026-07-27 15:05:42.1585323650
bin/camera_stack_healthcheck.sh	1310	2026-07-22 16:23:02.1520231300
bin/realtime_event_synthesis_demo.py	9058	2026-07-28 08:47:47.1028710310
bin/camera_gallery_server.py.bak_20260728_2000frames	54645	2026-07-28 08:32:51.5682950830
bin/__pycache__/synthesize_virtual_dvs_grid.cpython-313.pyc	38739	2026-07-27 15:55:38.8953555740
bin/__pycache__/person_detect.cpython-313.pyc	12646	2026-07-27 15:09:05.0179204400
bin/__pycache__/prune_similar_snapshots.cpython-313.pyc	3663	2026-07-22 10:52:50.1579122880
bin/__pycache__/synthetic_grid_server.cpython-313.pyc	16214	2026-07-27 15:05:42.2265321600
bin/__pycache__/person_synthesis_worker.cpython-313.pyc	3491	2026-07-25 06:36:02.5688438660
bin/__pycache__/disk_usage_guard.cpython-313.pyc	4435	2026-07-22 17:14:40.3472364300
bin/__pycache__/camera_gallery_server.cpython-313.pyc	78243	2026-07-28 09:00:08.3301453140
bin/__pycache__/trigger_person_synthesis.cpython-313.pyc	6991	2026-07-22 17:08:57.5486265730
bin/__pycache__/person_yolo_worker.cpython-313.pyc	5488	2026-07-25 06:36:02.5688438660
bin/convert_event_videos_h264.py	1009	2026-07-28 08:12:34.4262224260
bin/person_yolo_worker.py	2763	2026-07-25 06:36:02.4248441630
bin/camera_gallery_server.py.bak_20260728_realtime_equal60	61734	2026-07-28 08:49:52.9307042880
bin/disk_usage_guard.py	2411	2026-07-22 17:14:40.2752415660
bin/synthesize_virtual_dvs_grid.py	22709	2026-07-27 15:55:38.7873539340
bin/camera_snapshot.sh	1677	2026-07-25 06:36:02.4088441960
.config/systemd/user/disk-usage-guard.service	156	2026-07-22 17:14:40.2912404250
.config/systemd/user/disk-usage-guard.timer	181	2026-07-22 17:14:40.3032395690
.config/systemd/user/camera-snapshots-web.service	232	2026-07-16 10:11:21.0533494490
.config/systemd/user/camera-snapshot.timer	196	2026-07-27 15:09:04.8099210670
.config/systemd/user/person-yolo-worker.service	217	2026-07-25 06:36:02.4568440970
.config/systemd/user/synthetic-grid-maker.timer	198	2026-07-22 15:36:18.9275434000
.config/systemd/user/camera-snapshot.service	129	2026-07-16 10:02:13.3136833530
.config/systemd/user/camera-stack-healthcheck.timer	204	2026-07-22 16:21:57.4336725180
.config/systemd/user/person-synthesis-worker.service	233	2026-07-25 06:36:02.4688440720
.config/systemd/user/synthetic-grid-maker.service	164	2026-07-22 15:36:18.9195434270
.config/systemd/user/synthetic-grid-web.service	233	2026-07-22 15:36:18.9075434670
.config/systemd/user/camera-stack-healthcheck.service	136	2026-07-22 16:21:57.4216729250
.local/state/camera-snapshots/detect-queue/20260725_112609.processing	0	2026-07-25 11:26:10.8491434630
.local/state/camera-snapshots/mail-queue/20260724_115323.json.sent	1243	2026-07-24 11:53:23.9293843700
.local/state/camera-snapshots/mail-queue/20260723_185746.json.sent	1243	2026-07-23 18:57:47.0443431230
.local/state/camera-snapshots/mail-queue/20260724_113215.json.sent	1243	2026-07-24 11:32:15.9558479370
.local/state/camera-snapshots/mail-queue/20260723_183824.json.sent	1243	2026-07-23 18:38:25.6366679950
.local/state/camera-snapshots/mail-queue/20260724_115245.json.sent	1243	2026-07-24 11:52:46.5334688040
.local/state/camera-snapshots/mail-queue/20260724_121430.json.sent	1243	2026-07-24 12:14:31.5370410080
.local/state/camera-snapshots/mail-queue/20260727_151342.json.sent	1273	2026-07-27 15:13:44.2570802970
.local/state/camera-snapshots/mail-queue/20260724_113416.json.sent	1243	2026-07-24 11:34:17.1478769950
.local/state/camera-snapshots/mail-queue/20260727_145415.json.sent	1243	2026-07-27 14:54:16.0249647290
.local/state/camera-snapshots/mail-queue/20260724_112742.json.sent	1243	2026-07-24 11:27:42.7367492030
.local/state/camera-snapshots/mail-queue/20260723_172856.json.sent	1243	2026-07-23 17:28:56.8893947140
.local/state/camera-snapshots/mail-queue/20260723_175823.json.sent	1243	2026-07-23 17:58:24.6275643440
.local/state/camera-snapshots/mail-queue/20260724_112920.json.sent	1243	2026-07-24 11:29:21.3664762150
.local/state/camera-snapshots/mail-queue/20260723_175847.json.sent	1243	2026-07-23 17:58:47.9758091520
.local/state/camera-snapshots/mail-queue/20260724_121027.json.sent	1243	2026-07-24 12:10:28.3771771090
.local/state/camera-snapshots/mail-queue/20260723_173103.json.sent	1243	2026-07-23 17:31:03.9112158120
.local/state/camera-snapshots/mail-queue/20260727_151810.json.sent	1285	2026-07-27 15:18:12.5242735300
.local/state/camera-snapshots/mail-queue/20260724_115342.json.sent	1243	2026-07-24 11:53:43.1853406000
.local/state/camera-snapshots/mail-queue/20260724_113009.json.sent	1243	2026-07-24 11:30:10.6499439950
.local/state/camera-snapshots/mail-queue/20260724_112357.json.sent	1243	2026-07-24 11:23:58.2451512460
.local/state/camera-snapshots/mail-queue/20260724_113137.json.sent	1243	2026-07-24 11:31:38.5276217630
.local/state/camera-snapshots/mail-queue/20260723_183819.json.sent	1243	2026-07-23 18:38:19.7926443900
.local/state/camera-snapshots/mail-queue/20260724_112714.json.sent	1243	2026-07-24 11:27:15.6000829080
.local/state/camera-snapshots/mail-queue/20260723_174306.json.sent	1243	2026-07-23 17:43:06.9405893420
.local/state/camera-snapshots/mail-queue/20260723_091349.json.sent	1243	2026-07-23 09:13:50.0153312040
.local/state/camera-snapshots/mail-queue/20260723_173539.json.sent	1243	2026-07-23 17:35:39.8260278060
.local/state/camera-snapshots/mail-queue/20260723_175906.json.sent	1243	2026-07-23 17:59:07.0240100740
.local/state/camera-snapshots/mail-queue/20260723_183912.json.sent	1243	2026-07-23 18:39:12.9928624320
.local/state/camera-snapshots/mail-queue/20260723_174312.json.sent	1243	2026-07-23 17:43:12.9286045910
.local/state/camera-snapshots/mail-queue/20260724_113336.json.sent	1243	2026-07-24 11:33:36.6759285270
.local/state/camera-snapshots/mail-queue/20260723_174249.json.sent	1243	2026-07-23 17:42:49.9205496820
.local/state/camera-snapshots/mail-queue/20260723_175812.json.sent	1243	2026-07-23 17:58:12.8514415080
.local/state/camera-snapshots/mail-queue/20260724_120934.json.sent	1243	2026-07-24 12:09:35.5731860570
.local/state/camera-snapshots/mail-queue/20260723_183741.json.sent	1243	2026-07-23 18:37:41.8844934820
.local/state/camera-snapshots/mail-queue/20260724_115233.json.sent	1243	2026-07-24 11:52:33.9614970050
.local/state/camera-snapshots/mail-queue/20260723_184409.json.sent	1243	2026-07-23 18:44:09.8979118140
.local/state/camera-snapshots/mail-queue/20260727_145359.json.sent	1243	2026-07-27 14:54:00.4570122140
.local/state/camera-snapshots/mail-queue/20260724_112235.json.sent	1243	2026-07-24 11:22:36.3291282290
.local/state/camera-snapshots/mail-queue/20260723_173544.json.sent	1243	2026-07-23 17:35:45.6339655860
.local/state/camera-snapshots/mail-queue/20260723_091329.json.sent	1243	2026-07-23 09:13:30.6072535470
.local/state/camera-snapshots/mail-queue/20260723_174612.json.sent	1243	2026-07-23 17:46:13.4293422870
.local/state/camera-snapshots/mail-queue/20260723_185752.json.sent	1243	2026-07-23 18:57:52.9523307070
.local/state/camera-snapshots/mail-queue/20260723_174449.json.sent	1243	2026-07-23 17:44:49.8489381860
.local/state/camera-snapshots/mail-queue/20260723_174643.json.sent	1243	2026-07-23 17:46:43.8135124470
.local/state/camera-snapshots/mail-queue/20260723_185813.json.sent	1243	2026-07-23 18:58:13.9282883500
.local/state/camera-snapshots/mail-queue/20260727_152525.json.sent	1287	2026-07-27 15:25:37.9631984270
.local/state/camera-snapshots/mail-queue/20260724_114142.json.sent	1243	2026-07-24 11:41:43.1867297570
.local/state/camera-snapshots/mail-queue/20260724_121436.json.sent	1243	2026-07-24 12:14:37.4130361360
.local/state/camera-snapshots/mail-queue/20260725_064210.json.sent	1243	2026-07-25 06:42:10.7132771220
.local/state/camera-snapshots/mail-queue/20260724_112318.json.sent	1243	2026-07-24 11:23:19.5051447060
.local/state/camera-snapshots/mail-queue/20260724_112926.json.sent	1243	2026-07-24 11:29:27.1543996080
.local/state/camera-snapshots/mail-queue/20260727_150912.json.sent	1248	2026-07-27 15:09:13.6218945350
.local/state/camera-snapshots/mail-queue/20260723_183830.json.sent	1243	2026-07-23 18:38:31.4966917520
.local/state/camera-snapshots/mail-queue/20260724_112225.json.sent	1243	2026-07-24 11:22:26.2691209820
.local/state/camera-snapshots/mail-queue/20260724_112809.json.sent	1243	2026-07-24 11:28:09.7326730180
.local/state/camera-snapshots/mail-queue/20260724_121636.json.sent	1243	2026-07-24 12:16:37.2249240480
.local/state/camera-snapshots/mail-queue/20260727_150518.json.sent	1243	2026-07-27 15:05:19.4026012610
.local/state/camera-snapshots/mail-queue/20260723_173533.json.sent	1243	2026-07-23 17:35:33.9060927800
.local/state/camera-snapshots/mail-queue/20260724_112639.json.sent	1243	2026-07-24 11:26:39.9030724810
